TrainHour,PeopleAvg,SatisAvg,W725_01,W725_02,W725_03,W725_04,W728_01,W728_02,W728_03,W728_04,C7_SCALE,W7_sex,W7_birthy,W7_birthm,W7_marr,W7_edu,W7_affil
40,3.75,3.5,4,4,4,3,3,3,5,3,3,1,83,6,2,5,3
40,4,3.75,4,4,4,4,4,3,4,4,3,1,83,8,2,6,3
40,3.5,4,3,4,3,4,4,3,5,4,3,1,80,4,1,2,
40,4,3.25,4,4,4,4,4,3,3,3,3,1,82,8,-9,6,2
40,3.75,3.5,4,4,4,3,3,3,4,4,3,1,82,1,2,5,2
40,4,3.25,4,4,4,4,4,3,3,3,3,1,86,2,1,6,3
40,4.75,4.25,5,5,5,4,5,4,4,4,3,1,75,3,2,6,4
40,3,3.25,3,3,3,3,3,3,4,3,3,2,87,6,2,7,3
40,1.75,2.25,2,2,1,2,2,1,4,2,3,2,90,6,1,6,3
40,2.5,2.5,4,2,2,2,2,2,4,2,3,1,86,12,1,6,4
40,3,4.75,3,3,3,3,5,5,5,4,3,1,78,10,2,7,3
40,4,4,4,4,4,4,4,4,4,4,3,1,67,2,2,3,
40,3,3,3,3,3,3,3,3,3,3,3,1,79,10,2,5,3
40,3,3,3,3,3,3,3,3,3,3,3,1,83,2,2,5,3
40,1.25,3,2,1,1,1,3,2,4,3,3,1,84,6,1,6,4
40,4,3.5,4,4,4,4,4,3,4,3,3,1,84,10,2,5,3
40,3.25,3,3,4,3,3,3,3,3,3,3,1,87,9,1,3,
40,3.75,3,4,3,4,4,4,3,2,3,3,1,84,10,1,3,
40,3.5,4.25,3,4,3,4,5,4,4,4,3,1,85,12,1,6,4
40,3.25,4,4,3,3,3,4,4,4,4,3,1,86,1,1,2,
40,3,4.5,3,3,3,3,5,4,5,4,3,1,82,11,2,2,
50,3.5,4,4,3,4,3,4,4,4,4,3,1,73,3,2,7,3
50,3.25,3,4,3,4,2,3,3,3,3,3,2,84,1,2,7,3
50,2.75,3.25,2,3,3,3,4,2,4,3,3,1,81,11,1,7,3
50,4.75,4,4,5,5,5,4,4,4,4,3,1,67,10,2,6,3
50,4,3.25,4,4,4,4,3,3,4,3,3,2,82,2,1,4,
50,3.75,4,4,3,4,4,4,4,4,4,3,1,70,10,2,6,3
50,3.75,3.75,4,4,3,4,4,3,4,4,3,1,71,9,2,7,1
50,4.5,4.75,4,4,5,5,5,5,4,5,3,1,87,9,1,6,1
50,3.25,3.25,4,3,3,3,4,2,3,4,3,1,83,6,2,6,1
50,2.75,2.75,3,3,3,2,3,2,3,3,3,2,75,7,2,6,1
50,4.25,3.75,5,4,4,4,4,3,4,4,3,2,89,4,1,6,2
50,4,4,4,4,4,4,4,4,4,4,3,1,62,11,2,6,2
50,4.5,4.75,4,4,5,5,5,5,4,5,3,1,71,1,2,6,4
50,3.25,3.75,3,3,4,3,4,3,4,4,3,2,75,2,2,4,
50,3.75,4,3,4,4,4,4,4,4,4,3,2,72,11,1,4,
50,4,4,4,4,4,4,4,4,4,4,3,1,76,7,2,5,3
50,3.75,4,3,4,4,4,4,4,4,4,3,2,75,2,2,4,
50,4,4,4,4,4,4,4,4,4,4,3,2,84,5,1,2,
50,4.75,4.5,4,5,5,5,4,5,5,4,3,2,82,9,1,4,
50,4.25,4,4,4,5,4,4,4,4,4,3,2,74,10,2,2,
50,1.75,3.75,2,1,2,2,5,2,4,4,3,2,82,11,2,4,
50,3.75,2.75,4,3,4,4,3,2,3,3,3,2,82,9,2,4,
50,3.75,3.25,4,4,3,4,3,3,4,3,3,2,83,1,2,3,
50,3.5,3.25,3,4,3,4,3,4,3,3,3,2,81,8,2,5,2
50,3,2.75,3,3,3,3,3,2,3,3,3,2,85,7,1,4,
50,3,2.75,3,3,3,3,3,2,3,3,3,2,80,4,1,4,
50,4,4,4,4,4,4,4,4,4,4,3,2,76,8,2,4,
50,3.5,3.25,3,4,3,4,4,2,3,4,3,2,88,8,1,1,
50,3.5,4,3,3,4,4,4,4,4,4,3,2,75,6,2,2,
50,4.25,4,5,4,4,4,4,4,4,4,3,2,76,1,2,4,
50,2.25,3.25,2,3,2,2,4,3,3,3,3,2,93,6,1,3,
50,4,4.25,4,4,4,4,5,3,5,4,3,2,80,10,2,4,
50,3,3,3,3,3,3,3,3,3,3,3,2,81,1,2,4,
50,3.5,2.75,3,4,4,3,3,2,3,3,3,2,77,2,2,4,
50,3.25,2.75,3,4,3,3,3,2,3,3,3,2,84,10,2,4,
50,3,2.75,3,3,3,3,3,3,3,2,3,2,92,3,1,4,
50,3.25,3.5,3,3,4,3,4,3,3,4,3,2,82,4,2,5,3
50,3,4.25,3,3,3,3,4,4,5,4,3,2,76,3,1,4,
50,3.25,3,3,3,4,3,3,2,3,4,3,2,88,3,2,4,
50,3,2.25,4,3,3,2,2,1,4,2,3,2,90,5,1,5,3
79,4,4,4,4,4,4,4,4,4,4,4,1,72,7,2,6,1
79,3.25,3.5,3,3,3,4,4,2,4,4,4,1,82,9,1,6,2
79,3,3,3,3,3,3,3,3,3,3,4,1,83,6,1,6,2
79,3,3,3,3,3,3,3,3,3,3,4,1,84,5,2,6,2
79,4.25,3.5,4,4,4,5,3,3,4,4,4,2,88,9,1,6,2
79,4,4,4,4,4,4,4,4,4,4,4,1,82,1,2,6,2
79,4,4,4,4,4,4,4,4,4,4,4,1,70,6,2,6,1
79,1.5,1.75,2,1,1,2,1,1,4,1,4,1,84,9,2,6,2
79,3,3.75,3,3,3,3,4,2,5,4,4,2,84,5,2,6,4
79,4,4,4,4,4,4,4,3,5,4,4,1,86,12,1,6,1
79,4,4,4,4,4,4,4,4,4,4,4,2,88,9,1,6,1
79,4,4,4,4,4,4,4,4,4,4,4,1,85,2,2,6,2
79,3.25,3.25,4,3,3,3,4,3,3,3,4,1,89,11,1,6,1
79,3.75,3.75,4,3,4,4,4,3,4,4,4,2,84,8,2,6,2
79,4,3.25,4,4,4,4,3,3,4,3,4,1,74,4,2,6,2
79,4,4,4,4,4,4,4,4,4,4,4,2,83,9,1,6,2
79,4.5,4,4,4,5,5,4,4,4,4,4,2,77,10,1,6,2
79,4.5,4.5,5,4,4,5,4,4,5,5,4,2,90,2,2,6,2
79,2.5,3.25,3,2,2,3,4,1,4,4,4,2,84,9,2,6,2
79,3.5,3.25,3,3,4,4,4,2,4,3,4,2,80,11,2,6,4
79,4,3.75,4,4,4,4,4,4,4,3,4,1,79,5,2,6,3
79,3.25,3,1,4,4,4,3,2,4,3,4,1,73,4,2,3,
79,3.5,3,4,4,3,3,3,3,3,3,4,2,80,2,2,2,
79,3.75,3,3,4,4,4,3,3,3,3,4,2,77,1,2,2,
79,2.75,3,3,3,3,2,3,3,3,3,4,2,72,1,1,4,
79,1,3.25,1,1,1,1,4,1,4,4,4,2,77,3,1,2,
79,2.75,3,2,3,3,3,3,3,3,3,4,1,68,2,1,5,3
79,3,2.5,3,3,3,3,3,1,3,3,4,1,67,7,2,4,
79,4,3.5,4,4,4,4,4,3,4,3,4,2,62,5,2,4,
79,3,3.5,3,3,3,3,4,3,4,3,4,1,73,9,2,5,3
79,3.75,4,4,4,4,3,4,4,4,4,4,2,74,9,2,4,
79,4,4,4,4,4,4,4,4,4,4,4,1,70,5,2,2,
79,4,3.75,4,4,4,4,4,3,4,4,4,1,65,12,2,4,
79,3.25,3,4,3,3,3,3,3,3,3,4,2,81,4,1,4,
79,3,3.5,3,3,3,3,4,3,3,4,4,2,80,7,1,4,
79,3,3.25,3,3,3,3,3,3,3,4,4,2,80,4,2,4,
79,3,2.75,3,3,3,3,3,2,3,3,4,2,86,1,2,4,
79,2,3,2,2,2,2,3,3,3,3,4,2,77,12,1,4,
79,2.5,2.25,1,3,3,3,2,2,2,3,4,1,78,11,2,2,
79,3,3,3,3,3,3,4,1,4,3,4,1,81,4,2,2,
79,3.25,4,3,4,3,3,4,4,4,4,4,1,64,3,2,3,
79,3,3,3,3,3,3,4,1,4,3,4,2,85,8,1,2,
79,2.75,3,3,3,2,3,3,3,3,3,4,1,72,4,2,2,
79,2.5,4.75,2,2,2,4,5,4,5,5,4,2,58,9,1,1,
79,3,3.75,3,3,3,3,4,4,4,3,4,2,75,7,1,2,
79,2.75,2.75,3,3,3,2,3,2,3,3,4,1,63,2,2,3,
79,2.5,3.25,2,3,2,3,4,2,4,3,4,1,69,6,2,2,
79,2.25,3.25,2,2,3,2,4,3,3,3,4,1,69,12,2,2,
79,3.5,3.25,4,4,3,3,4,3,3,3,4,1,75,10,2,2,
79,2.75,3.5,3,3,3,2,4,3,4,3,4,1,77,1,2,5,3
79,4,3,5,5,1,5,3,3,3,3,4,2,82,1,2,4,
79,3,3.25,3,3,3,3,4,3,3,3,4,2,78,8,2,3,
79,3,3.25,3,3,3,3,3,3,4,3,4,2,80,9,2,3,
79,3.25,3.25,3,4,3,3,4,2,4,3,4,1,72,9,2,4,
10,3.75,3.5,4,4,4,3,4,3,3,4,3,1,75,2,2,5,3
10,2.75,3.25,2,3,3,3,3,3,4,3,3,1,80,2,1,2,
10,3,3,3,3,3,3,3,2,4,3,3,1,78,12,2,6,2
10,1.75,2.5,3,1,2,1,3,2,2,3,3,1,87,12,2,4,
10,3.5,3.25,3,3,4,4,3,3,4,3,3,1,82,12,2,5,3
10,3,3,3,3,3,3,3,3,3,3,3,2,92,12,1,6,1
10,2,3.5,2,2,2,2,4,3,4,3,3,2,96,7,1,2,
10,4,3.5,4,4,4,4,4,3,3,4,3,1,79,7,2,5,3
10,3.75,4,4,3,4,4,4,4,4,4,3,1,71,3,2,5,1
10,3.5,3,4,3,4,3,3,2,4,3,3,1,84,6,1,6,2
10,3,3.5,3,3,3,3,3,4,4,3,3,2,93,8,1,5,1
10,2.75,5,4,3,2,2,5,5,5,5,3,1,88,1,2,5,3
10,3.5,4,3,4,4,3,4,4,4,4,3,1,72,10,2,6,2
10,3,4,3,3,3,3,4,4,4,4,3,1,92,2,1,6,2
10,3,3.75,3,3,3,3,4,3,4,4,3,1,74,12,2,6,1
10,3,3.25,3,3,3,3,3,3,4,3,3,2,90,7,1,6,2
10,3.5,4,4,3,4,3,5,3,4,4,3,1,82,4,2,6,1
10,3.25,4,4,3,3,3,4,4,4,4,3,1,75,1,2,5,3
10,4,4,4,4,4,4,4,3,5,4,3,1,87,2,2,6,3
10,4,4.5,4,4,4,4,5,4,5,4,3,1,87,6,1,6,3
10,4,4,4,4,4,4,4,4,4,4,3,1,92,8,1,6,3
10,3,4.5,3,3,3,3,5,4,4,5,3,1,82,6,1,5,3
10,2.5,2.75,2,3,3,2,3,2,3,3,3,1,74,1,2,6,3
10,2.25,3.75,2,2,3,2,4,3,4,4,3,1,82,11,2,6,1
10,3.75,3.5,4,4,4,3,4,3,4,3,3,1,77,12,2,6,1
10,3.5,3.25,4,3,4,3,3,4,3,3,3,1,72,6,2,3,
10,4.25,3.75,5,4,4,4,3,3,5,4,3,1,72,12,2,4,
10,2.5,3.75,3,3,2,2,4,3,4,4,3,1,91,9,1,3,
10,3,3,3,3,3,3,3,3,3,3,3,1,81,11,1,3,
10,2.25,1.25,3,2,2,2,1,2,1,1,3,1,85,1,1,5,3
10,4,3,4,4,4,4,3,3,3,3,3,1,71,4,2,2,
10,1.25,2.5,2,1,1,1,3,1,3,3,3,1,80,2,2,3,
10,4,4.5,4,4,4,4,5,5,5,3,3,1,82,3,2,5,3
10,3,2.75,3,3,3,3,3,3,3,2,3,1,86,5,1,5,2
10,3.25,3,4,3,3,3,3,2,4,3,3,1,73,9,2,2,
10,3.25,3.25,3,3,4,3,3,3,4,3,3,1,92,4,1,4,
10,4.5,4.5,5,5,4,4,5,4,5,4,3,2,94,2,1,5,3
10,3,3.5,3,3,3,3,4,3,4,3,3,1,81,11,2,4,
10,3,3,3,3,3,3,3,2,4,3,3,1,88,8,1,3,
10,3,3,3,3,3,3,3,3,3,3,3,1,96,1,1,3,
10,2.75,3.5,2,3,3,3,4,3,4,3,3,1,90,2,1,4,
10,2,3.5,2,2,2,2,4,3,4,3,3,1,80,9,2,5,1
10,3.5,3.25,4,3,3,4,3,3,4,3,3,1,83,11,2,4,
10,4,4.25,4,4,4,4,4,4,5,4,3,1,89,11,1,5,3
10,2.75,3.25,2,3,3,3,3,3,4,3,3,2,85,11,1,2,
10,3,3.25,3,3,3,3,3,3,4,3,3,1,82,3,2,2,
10,3.25,3.25,3,4,3,3,3,3,4,3,3,2,94,2,1,3,
10,2,3,2,2,2,2,3,4,3,2,3,1,83,1,2,2,
10,2.5,3,3,3,2,2,3,3,3,3,3,1,80,9,2,5,1
50,4,4.75,4,4,4,4,5,4,5,5,4,1,69,10,2,7,1
50,4,5,4,4,4,4,5,5,5,5,4,1,87,5,1,6,2
20,2.75,3,3,3,3,2,3,3,3,3,3,1,76,4,1,6,1
20,5,4,5,5,5,5,4,4,4,4,3,1,86,4,1,6,3
20,2.25,2.25,1,3,3,2,2,2,2,3,3,1,88,7,2,6,1
20,4.25,4.75,4,4,5,4,4,5,5,5,3,1,74,9,2,6,2
20,1,3.5,1,1,1,1,4,1,5,4,3,1,90,10,1,6,1
20,4,4,4,4,4,4,4,4,4,4,3,1,87,7,1,6,2
20,3,3,3,3,3,3,3,3,3,3,3,1,86,6,2,6,2
20,2.25,2.5,2,2,3,2,2,2,4,2,3,1,70,12,2,6,3
20,3.25,2.5,3,3,4,3,2,3,3,2,3,2,77,3,1,5,3
20,3.5,3.75,3,4,3,4,4,3,4,4,3,2,81,9,1,4,
20,3.25,3,3,4,3,3,3,3,3,3,3,1,79,2,2,6,3
20,5,4.25,5,5,5,5,5,3,5,4,3,1,71,2,2,6,2
20,4,3.5,4,4,4,4,4,3,4,3,3,2,89,11,1,5,4
20,5,4,5,5,5,5,4,4,4,4,3,1,77,1,2,6,1
20,3,4,3,3,3,3,4,4,4,4,3,2,85,2,1,5,1
20,5,4.25,5,5,5,5,4,4,5,4,3,1,89,4,1,6,2
20,3.25,3.75,4,3,3,3,4,3,4,4,3,2,89,11,2,5,2
20,2,2.5,2,2,2,2,2,2,3,3,3,1,84,5,2,6,1
20,3,3.25,3,3,3,3,3,3,4,3,3,2,79,6,2,5,4
20,2,4,2,2,2,2,5,3,4,4,3,1,84,5,2,6,3
20,4,3.75,4,4,4,4,4,3,4,4,3,2,97,10,1,4,
20,4,4,5,4,4,3,4,4,4,4,3,1,70,4,2,6,3
20,3.25,4.25,4,3,3,3,5,3,5,4,3,2,78,4,1,3,
20,4.25,3.25,5,4,4,4,4,1,4,4,3,2,93,9,1,4,
20,4,3.5,4,4,4,4,3,4,4,3,3,2,96,10,1,4,
20,3.25,3,4,3,3,3,3,3,3,3,3,2,96,8,1,4,
20,3,3.5,3,3,3,3,4,3,4,3,3,2,84,10,1,4,
20,2.25,3,3,2,2,2,3,3,3,3,3,2,96,8,1,3,
20,3,3,3,3,3,3,3,2,4,3,3,2,94,11,1,4,
-9,4,4,4,4,4,4,4,4,4,4,3,1,67,3,2,6,2
-9,3,4,3,3,3,3,4,4,4,4,3,1,78,12,2,6,2
65,3.5,3.75,4,3,3,4,4,3,4,4,3,1,72,11,2,6,2
65,4,4,4,4,4,4,4,4,4,4,3,1,83,10,2,6,1
65,3,4,3,3,3,3,4,4,4,4,3,1,84,1,1,6,1
65,4,4,4,4,4,4,4,4,4,4,3,1,73,3,2,6,2
65,4,3.75,4,4,4,4,4,3,4,4,3,1,82,9,2,6,2
65,3.75,4,3,4,4,4,4,4,4,4,3,1,84,11,2,6,1
65,2.75,2.75,3,2,2,4,2,3,4,2,3,1,78,2,2,6,2
65,3,4,3,3,3,3,4,4,4,4,3,2,85,11,1,5,2
65,2.75,3,3,3,2,3,3,3,3,3,3,2,87,5,1,6,1
65,4,4,4,4,4,4,4,4,4,4,3,1,77,10,2,6,1
40,4.5,3.5,5,4,5,4,4,3,4,3,4,1,77,8,2,6,2
40,5,3.75,5,5,5,5,4,3,4,4,4,1,72,5,2,6,1
40,5,4,5,5,5,5,4,4,4,4,4,1,81,9,2,6,2
40,3.5,3.25,4,3,3,4,4,3,3,3,4,1,73,5,2,6,1
40,3.75,4,4,4,4,3,4,4,4,4,4,1,83,1,2,6,3
40,4,3.75,4,4,4,4,5,3,4,3,4,1,83,11,2,6,3
40,3.5,3.25,4,3,4,3,4,3,2,4,4,1,62,10,2,6,2
40,3,4,3,4,3,2,4,4,4,4,4,1,79,8,2,6,2
40,3,4,3,3,3,3,4,4,4,4,4,1,65,9,3,6,1
40,4.25,4,4,4,5,4,4,4,4,4,4,1,76,10,2,7,1
40,4,4,4,4,4,4,4,4,4,4,4,2,79,11,2,6,1
40,4.75,4.75,5,4,5,5,5,4,5,5,4,1,80,8,2,6,2
40,4.5,4.75,4,5,4,5,5,4,5,5,4,1,68,2,2,7,2
40,5,5,5,5,5,5,5,5,5,5,4,1,76,10,2,6,2
40,5,3.25,5,5,5,5,4,3,3,3,4,1,80,12,2,6,1
40,4,4,4,4,4,4,4,4,4,4,4,1,78,5,2,6,2
40,4.75,4,5,5,5,4,4,4,4,4,4,2,77,3,1,6,3
40,3,3,3,3,3,3,3,3,3,3,4,1,80,11,2,6,2
40,4,4.25,4,4,4,4,4,5,4,4,4,1,79,9,2,6,3
40,3.75,2.75,3,4,4,4,2,3,4,2,4,1,72,3,1,6,3
40,3.5,2.25,3,3,4,4,1,2,4,2,4,1,83,1,2,7,2
40,4,4,4,4,4,4,4,4,4,4,4,1,81,11,2,6,2
40,4.5,4,5,4,4,5,4,4,4,4,4,1,78,9,2,6,2
40,5,4,5,5,5,5,4,4,4,4,4,1,81,12,2,6,2
40,4.5,4,4,5,5,4,5,3,4,4,4,1,73,9,2,6,2
40,4.75,4,5,5,4,5,4,4,4,4,4,1,76,12,2,6,2
40,3.75,4,4,4,4,3,4,4,4,4,4,1,81,3,2,6,2
40,3.5,4,3,3,4,4,4,4,4,4,4,2,91,9,1,6,1
40,4,4,4,4,4,4,4,4,4,4,4,1,75,4,2,7,1
40,2.5,4,2,2,3,3,4,4,4,4,4,1,87,7,1,6,1
40,4.75,4.25,4,5,5,5,5,3,4,5,4,1,79,5,2,6,2
40,4,4,4,4,4,4,4,4,4,4,4,1,79,2,2,7,1
40,4.75,3.75,5,4,5,5,4,3,4,4,4,1,71,2,2,6,2
40,3.5,3.75,4,4,3,3,3,4,4,4,4,1,79,9,2,6,2
40,4.25,3.5,5,4,4,4,3,4,4,3,4,1,83,9,2,6,2
40,3.75,4,4,4,3,4,4,4,4,4,4,1,88,3,1,6,1
40,4,3.75,4,4,4,4,4,4,4,3,4,2,83,8,2,-9,
40,5,4.75,5,5,5,5,5,5,5,4,4,1,69,9,2,7,2
40,4.25,4,4,4,4,5,4,4,4,4,4,2,71,9,2,6,1
40,4.5,3.5,5,5,3,5,3,3,5,3,4,1,63,9,2,6,1
40,2.75,3,3,3,2,3,4,2,3,3,4,1,87,12,1,6,2
40,4.25,3.75,4,4,5,4,3,4,4,4,4,1,69,8,2,4,
40,4.5,4.25,4,4,5,5,5,4,4,4,4,2,80,11,2,4,
40,4.5,4.75,4,5,4,5,5,4,5,5,4,1,85,8,1,6,2
40,4.5,4.25,4,4,5,5,4,5,4,4,4,1,71,2,2,5,3
40,4.5,4.25,5,4,4,5,4,5,4,4,4,1,61,6,2,4,
40,4.5,3.75,4,4,5,5,4,4,4,3,4,2,68,7,2,4,
40,4,4.5,4,4,4,4,5,4,5,4,4,2,73,2,2,6,2
40,3.75,3.25,4,4,3,4,4,3,3,3,4,2,81,12,2,5,1
40,4,4,4,4,4,4,4,4,4,4,4,1,71,6,2,6,1
40,4,4,4,4,4,4,4,4,4,4,4,2,86,2,1,6,2
40,4.25,3.75,4,5,4,4,4,3,4,4,4,1,69,11,2,6,2
40,3.5,3.5,4,4,3,3,4,4,3,3,4,1,71,7,2,6,1
40,3.5,4,3,4,4,3,4,4,4,4,4,2,76,12,2,5,1
40,4.5,4.75,4,5,4,5,5,5,4,5,4,1,67,5,1,6,2
40,3.5,3.75,3,4,4,3,3,4,4,4,4,1,61,8,2,6,3
40,2.25,3.25,2,2,3,2,3,4,3,3,4,1,78,6,2,7,1
12,3.25,3.25,3,3,4,3,4,3,3,3,4,1,70,4,2,6,2
12,3.5,3.5,4,3,4,3,3,4,4,3,4,1,86,6,2,6,3
12,3.75,4,4,4,4,3,4,4,5,3,4,1,68,1,2,6,1
12,3.75,3.75,4,3,4,4,4,5,4,2,4,1,69,10,2,3,
12,3.75,4,4,4,4,3,5,4,4,3,4,1,72,1,2,3,
12,3.5,3.5,4,3,3,4,4,2,4,4,4,1,86,1,1,3,
12,3.25,3.25,3,4,3,3,3,3,3,4,4,1,83,11,2,3,
12,4.5,4.25,4,4,5,5,4,5,4,4,4,1,71,9,-9,3,
12,4.25,4.25,4,4,5,4,5,4,5,3,4,1,77,7,2,3,
12,3.5,4.25,4,3,3,4,5,4,4,4,4,1,60,9,2,3,
12,3.75,3.25,4,4,3,4,4,3,3,3,4,1,86,1,1,3,
12,3.5,3.5,4,4,3,3,4,4,3,3,4,1,72,8,2,3,
12,3.75,3.5,4,3,4,4,4,3,4,3,4,1,77,5,2,3,
12,2.75,2.25,2,3,3,3,2,2,2,3,4,1,86,8,1,3,
12,4.75,4.5,5,4,5,5,5,4,5,4,4,1,87,1,1,3,
12,4,3.75,4,4,4,4,3,4,5,3,4,1,79,12,-9,3,
12,4.25,4.5,4,4,4,5,5,5,4,4,4,1,72,7,-9,4,
12,3.75,4,4,3,4,4,4,4,4,4,4,1,75,7,2,7,1
12,2.75,4,3,2,3,3,4,4,4,4,4,2,89,2,1,6,2
12,4,4,4,4,4,4,4,4,4,4,4,1,76,6,2,7,3
12,3.25,3.25,3,4,3,3,2,4,4,3,4,2,90,7,2,4,
12,4,3,4,4,4,4,3,3,3,3,4,2,91,1,1,6,1
12,4,4,4,4,4,4,4,4,4,4,4,1,81,7,2,6,1
12,3.25,3.5,4,3,3,3,4,3,3,4,4,1,80,11,2,6,1
12,4,3.75,4,4,4,4,4,4,4,3,4,2,88,9,2,2,
8,3.75,4,4,4,4,3,4,3,5,4,3,1,76,8,2,6,7
8,5,4.25,5,5,5,5,5,3,5,4,3,1,87,1,1,6,2
8,3.25,5,3,3,4,3,5,5,5,5,3,1,76,10,2,6,3
8,3,3.25,3,3,3,3,3,3,3,4,3,2,75,11,2,5,2
8,3,4.25,3,3,3,3,5,3,5,4,3,1,78,7,2,6,2
8,4,4.5,4,4,4,4,5,4,5,4,3,2,75,10,1,6,1
8,4,4.25,4,4,4,4,5,4,4,4,3,1,88,10,1,6,2
8,3,3,3,3,3,3,3,3,3,3,3,2,91,1,2,6,2
8,2,3.25,2,2,2,2,4,2,3,4,3,2,92,1,1,6,1
8,4.25,4.5,5,4,4,4,4,5,5,4,3,1,87,12,1,6,2
8,2.5,3.75,3,2,3,2,4,2,5,4,3,1,90,9,1,6,2
8,2.5,3,3,3,2,2,3,2,4,3,3,2,89,2,1,6,2
8,2.25,3,3,2,2,2,3,2,4,3,3,2,90,11,1,6,2
8,3,4,3,3,3,3,4,4,4,4,3,1,92,7,1,6,2
8,3,3.5,3,3,3,3,4,3,4,3,3,1,84,12,1,6,1
8,2.75,4,3,2,4,2,5,2,5,4,3,1,77,4,2,5,1
8,3,3.75,3,3,3,3,4,3,4,4,3,1,76,11,2,6,7
81,3.75,4,4,4,4,3,4,4,4,4,3,1,70,12,1,6,3
81,4,4.25,4,4,4,4,4,4,5,4,3,1,84,6,1,6,2
81,3,3.5,3,3,3,3,4,3,4,3,3,1,75,4,2,7,2
81,3,4,3,3,3,3,4,4,4,4,3,2,84,12,2,6,2
